COGS,COGS Local,Item Name,Bundle,Category,Sub-category,Contribution,Contribution %,Brand,Region,Reporting Week,Amazon store,Start date,End date,Parent ASIN,ASIN,FNSKU,MSKU,Currency code,Average sales price,Units sold,Units returned,Net units sold,Sales,Net sales,AWD Transportation Fee per unit,AWD Transportation Fee quantity,AWD Transportation Fee total,AWD outbound processing fee per unit,AWD outbound processing fee quantity,AWD outbound processing fee total,Base fulfillment fee per unit,Base fulfillment fee quantity,Base fulfillment fee total,Base monthly storage fee per unit,Base monthly storage fee quantity,Base monthly storage fee total,FBA Inventory Reimbursement per unit,FBA Inventory Reimbursement quantity,FBA Inventory Reimbursement total,FBA fulfillment fees per unit,FBA fulfillment fees quantity,FBA fulfillment fees total,Low-inventory-level fee per unit,Low-inventory-level fee quantity,Low-inventory-level fee total,Monthly inventory storage fee per unit,Monthly inventory storage fee quantity,Monthly inventory storage fee total,Referral Fee Refunds per unit,Referral Fee Refunds quantity,Referral Fee Refunds total,Referral fee per unit,Referral fee quantity,Referral fee total,Refund administration fee per unit,Refund administration fee quantity,Refund administration fee total,Storage utilization surcharge per unit,Storage utilization surcharge quantity,Storage utilization surcharge total,Sponsored Products charge per unit,Sponsored Products charge quantity,Sponsored Products charge total,Net proceeds total,Net proceeds per net unit sold,AWD Storage Fee per unit,AWD Storage Fee quantity,AWD Storage Fee total,FBA removal order fee per unit,FBA removal order fee quantity,FBA removal order fee total,Inbound Transportation Fee per unit,Inbound Transportation Fee quantity,Inbound Transportation Fee total,FBA inbound placement service fee per unit,FBA inbound placement service fee quantity,FBA inbound placement service fee total,Aged inventory surcharge per unit,Aged inventory surcharge quantity,Aged inventory surcharge total
3.51,4.799047079,"Meowijuana Purr-Effect Trio Pack | Purrple Passion, Whisker Tickler and Paw Natural OG Catnip Blends | Large Bottle High Potency Blends | Premium Hand Harvested North American Catnip",1,Blends,Pill Bottles,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0844RR5FH,B0844RR5FH,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,Meowijuana | Crunchie Munchie Treat Bundles | Organic Catnip Center | Grown in The USA | Promotes Cat Health | High Potency Cat Treats (Crunchie Munchie Bundle),1,Cat Treats,Crunchie Munchies,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0844WB78N,B0844WB78N,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0844YDS7Q,B0844YDS7Q,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B08455M66Q,B08455M66Q,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0892NW7V7,B0892NW7V7,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B08MQT36F8,B08MQT36F8,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.09,2.857552249,Meowijuana Birthjays Bundle | Birthjays Catnip Joints and Get Lit Cake Refillable Toy | Hand Harvested and Rolled Dried High Potency Catnip | Grown in North America,1,Clamshells,Rollies,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0BV884FDV,B08W24837G,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B08ZGGV8FM,B08ZGGV8FM,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.42,3.30874471,Meowijuana Meowi-Waui Bundle | King Size Catnip Rollies and Meowi-Waui | Hand Harvested and Rolled Dried High Potency Catnip | Grown in North America,1,Clamshells,Rollies,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0BV884FDV,B08ZGL2CNL,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B08ZGRW84Y,B08ZGRW84Y,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
3.23,4.416217112,"Meowijuana Get Baked Bundle | Get Baked Cookie Refillable Toy, King Size Catnip Joints, and Kalico | Hand Harvested and Rolled Dried High Potency Catnip | Grown in North America",1,Cat Toys,Plushes,-35.02,-1,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0BV884FDV,B08ZGZDYFG,,,CAD,0,0,0,0,-0.13,-0.13,,,,,,,7.4,1,7.4,,,,,,,7.66,1,7.66,,,,,,,,,,6.11,1,6.11,,,,,,,0.515122,41,21.12,-35.02,,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B08ZH4QY67,B08ZH4QY67,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,Meowijuana | Crunchie Munchie Treat Bundles | Organic Catnip Center | Grown in The USA | Promotes Cat Health | High Potency Cat Treats (Get Smoked Bundle),1,Cat Treats,Crunchie Munchies,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B08ZH6HG89,B08ZH6HG89,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B08ZH7M2J6,B08ZH7M2J6,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
3.37,4.607632096,"Meowijuana Get Higher Bundle | Get Higher Kite Refillable Toy, King Size Catnip Joints, and Whisker Tickle | Hand Harvested and Rolled Dried High Potency Catnip | Grown in North America",1,Cat Toys,Plushes,-3.44,-1,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0BV884FDV,B08ZHDPPNH,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.491429,7,3.44,-3.44,,,,,,,,,,,,,,,,
2.26,3.089984729,Meowijuana Sleepy Time Bundle | Get Hung Refillable Moon and Stars Toy and Mice Dreams Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0F57CRF78,B08ZHSFPT4,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0BBNBR49B,B0BBNBR49B,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
3.51,4.799047079,"Meowijuana | Catnip Bundles | All Natural | High Potency | Cat Dental Health | Organic Catnip | Feline and Cat Lover Approved (HH, SS, RMM)",1,Blends,PIll Bottles,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0BBND4WFP,B0BBND4WFP,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0BBNGJZYJ,B0BBNGJZYJ,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
3.51,4.799047079,"Meowijuana | Catnip Bundles | All Natural | High Potency | Cat Dental Health | Organic Catnip | Feline and Cat Lover Approved (to, GP, RMM)",1,Blends,PIll Bottles,62.35190584,0.8666004982,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0BBNKH9V7,B0BBNKH9V7,,,CAD,39.835,2,0,2,79.67,79.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.514667,15,7.72,71.95,35.975,,,,,,,,,,,,,,,
,0,Meowijuana | Crunchie Munchie Treat Bundles | Organic Catnip Center | Grown in The USA | Promotes Cat Health | High Potency Cat Treats (Stargazer Bundle),1,Cat Treats,Crunchie Munchies,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B095X6Q49F,B0BBQ4VNBW,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.1,2.871224748,Meowijuana | Furry and Bright Bundle | Get Blitzed Reindeer and Winter Lift | Promotes Play and Cat Health | Includes Organic Catnip | Feline and Cat Lover Approved,1,Cat Toys,2fer,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0BLWHD7N1,B0BL5KYLQR,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.11,2.884897247,Meowijuana | Get Stuffed Bundle | Get Stuffed Stocking and Winter Lift | Promotes Play and Cat Health | Includes Organic Catnip | Feline and Cat Lover Approved,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0BLWHD7N1,B0BL5MM9V5,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.05,2.802862254,Meowijuana | Get Twisted Bundle | Get Twisted Candy Cane and Winter Lift | Promotes Play and Cat Health | Includes Organic Catnip | Feline and Cat Lover Approved,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0BLWHD7N1,B0BL5P83QD,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.4,1.914149832,Meowijuana Jump 'n' Jamb Door Hanging Cat Toy Bundle | Funky Monkey + Happy Grass Blend | Refillable Interactive Catnip Toy | Promotes Play and Cat Health | Potent Catnip Grown in North America,1,Cat Toys,JnJ,-3.54,-1,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0F57CH9YT,B0BSM9K4CH,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.505714,7,3.54,-3.54,,,,,,,,,,,,,,,,
2.24,3.062639731,Meowijuana | Get Toasted Bundle | Get Toasted Refillable Champagne Toy and Purrple Passion Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0BSM9T5TX,B0BSM9T5TX,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.56,3.500159693,Meowijuana Jump 'n' Jamb Door Hanging Cat Toy Bundle | Deep Sea Squid + Sierra Sunshine Blend | Refillable Interactive Catnip Toy | Promotes Play and Cat Health | Potent Catnip Grown in North America,0,Cat Toys,JnJ,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0F57CH9YT,B0BSMBZN6Y,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.09,2.857552249,Meowijuana Get a Rise Bundle | Get a Rise Refillable Balloon Toy and Cloud 9 Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0F57CRF78,B0BSMC7RWX,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0BSMF48M6,B0BSMF48M6,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0BSMM1TJW,B0BSMM1TJW,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.14,2.925914743,Meowijuana Clawsome Bundle | Get Smoked Refillable Trout Toy and Paw Natural OG Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0F57CRF78,B0BSMP5RL3,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,Meowijuana | Get Blasted Bundle | Get Blasted Refillable Rocket Wand Toy and Skullcap Catnip Blend | Promotes Play and Cat Health,1,Cat Toys,Wands,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0BSMPZNBD,B0BSMPZNBD,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.34,3.199364719,Meowijuana Honey Bee Bundle | Get Buzzed Honey Bee Wand Toy and Honeysuckle Haze Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Wands,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0F57CRF78,B0BSMQF7C5,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.27,3.103657228,Meowijuana | Pawty Animal Bundle | Get Smashed Refillable Llama Pinata Wand Toy and Garden Pawty Catnip Blend | Promotes Play and Cat Health | Includes Organic Catnip,1,Cat Toys,Wands,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0BSMRJ96B,B0BSMRJ96B,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.18,2.980604738,Meowijuana | Get Chilled Bundle | Get Chilled Refillable Snow Cone Toy and Feline Frost Catnip Blend | Promotes Play and Cat Health | Includes Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0B6R382FN,B0BSMT2QZL,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.11,2.884897247,Meowijuana | Get Rocked Bundle | Get Rocked String of Stones Catnip Toy and Rocky Mountain Mellow Catnip Blend | Promotes Play and Cat Health,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0BSMWLK74,B0BSMWLK74,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.23,3.048967232,Meowijuana | Get Cheezy Bundle | Get Cheezy Refillable Cheese Toy and Whisker Tickler Catnip Blend | Promotes Play and Cat Health | Includes Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0BSMY3P36,B0BSMY3P36,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.43,3.322417208,Meowijuana | Get a Ride Bundle | Get a Ride Refillable Magic Carpet Toy and Thyme Out Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0BSMZC1ZY,B0BSMZC1ZY,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.93,4.006042148,Meowijuana Rainbow Bundle | Get Kickin' Refillable Rainbow Toy and Cloud 9 Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Kickers ,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0B6R382FN,B0C1T8JFHL,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2,2.73449976,Meowijuana Kicker Toy for Cats | Get Kickin' Gummy Worm | Refillable Kicker Catnip Toy | Promotes Play and Cat Health | Includes Potent Hand Harvested Catnip Grown in North America,0,Cat Toys,Kickers,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0DLQ2F8HQ,B0D9MYHP1P,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.32,1.804769842,Meowijuana Knock N' Nibble Avocado & Chicken Treat Bundle | Crunchie Munchie Low Calorie Catnip Treats | Refillable Treat Dispensing Toy | Interactive Puzzle Toy for Felines,1,Cat Toys,KnK,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0F4YRY63M,B0D9PMPR6J,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.17,2.96693224,Meowijuana Knock N' Nibble Starfish & Seafood Treat Bundle | Crunchie Munchie Catnip Treats | Refillable Treat Dispensing Toy | Interactive Puzzle Toy for Felines,1,Cat Toys,KnK,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0F4YRY63M,B0D9PMWC7K,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.39,1.900477333,Meowijuana Refillable Cat Toys | Get Silly - Furry Friend Catnip Toys | Includes Potent Hand Harvested Catnip Grown in North America | Promotes Play and Cat Health,0,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0DLQ2F8HQ,B0D9PMWQ44,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.89,2.584102273,Meowijuana Refillable Cat Toys | Get Spacey - Planet and Meteor Catnip Toys | Includes Potent Hand Harvested Catnip Grown in North America | Promotes Play and Cat Health,0,Cat Toys,2fer,4.905897727,0.6549930209,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0DLQ2F8HQ,B0D9PN38GG,,,CAD,16.92,1,0,1,16.92,16.92,,,,,,,6.12,1,6.12,,,,,,,6.33,1,6.33,,,,,,,,,,2.54,1,2.54,,,,,,,0.56,1,0.56,7.49,7.49,,,,,,,,,,,,,,,
1.2,1.640699856,Meowijuana Refillable Cat Toys | Get Hungry - Burger and Fries Catnip Toys | Includes Potent Hand Harvested Catnip Grown in North America | Promotes Play and Cat Health,0,Cat Toys,2fer,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0DLQ2F8HQ,B0D9PNDC1Q,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.49,3.404452201,Meowijuana Crunchie Munchie Catnip Treats Bundle | 2 Seafood Medley and 1 Chicken | Made with Organic Catnip | Produced in The USA | Low Calorie Cat Snack,1,Cat Treats,Crunchie Munchies,-1.6,-1,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0DLCST549,B0DKVHHPDZ,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.533333,3,1.6,-1.6,,,,,,,,,,,,,,,,
2.49,3.404452201,Meowijuana Crunchie Munchie Catnip Treats Bundle | 2 Chicken and 1 Seafood Medley | Made with Organic Catnip | Produced in The USA | Low Calorie Cat Snack,1,Cat Treats,Crunchie Munchies,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0DLCST549,B0DKVHP6MS,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
3.02,4.129094638,Meowijuana Sprinkle 'n' Scratch | Rainbow Trout Hanging Cardboard Cat Scratching Post | Interactive Feline Nail Health and Scratcher for Homes with Multiple Felines,0,Cat Toys,Scratchers,-2.92,-1,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0FX8578M2,B0DL72SKBS,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.486667,6,2.92,-2.92,,,,,,,,,,,,,,,,
1.1,1.503974868,Meowijuana Premium Catnip Spray - 3 oz. | High Potency Formula | Natural Formula for Pet Owners & Multi-Cat Households | Enhance Playtime & Relaxation | Perfect for New Cat Owners,0,Oils,Sprays,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0BV89K9Z9,B0DN8KMKRK,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
0.55,0.751987434,Meowijuana Silvervine Sticks | 4” Chew Sticks for Cats | Promote Healthy Chewing Habits and Dental Health | Freshly Harvested from Silverine Plants,0,Clamshells,Silvervine Sticks,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0F64D223S,B0DN8L8DHN,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.77,2.420032288,Meowijuana | Catnip Filled Cigar Toy | Promotes Play and Cat Health | Includes Organic Catnip Grown in North America | Feline and Cat Lover Approved,0,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0DLQ2F8HQ,B0DNLQ49TS,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.87,2.556757276,Meowijuana Catnip & Silvervine Spray - 3 oz | High Potency Formula | Natural Formula for Pet Owners & Multi-Cat Households | Enhance Playtime & Relaxation | Perfect for New Cat Owners,0,Oils,Sprays,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0DQF8R5XL,B0DQF8R5XL,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,Doggijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0953GJNYR,B0953GJNYR,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,Doggijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0953LQ8KH,B0953LQ8KH,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,Doggijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0953MDGT7,B0953MDGT7,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,Doggijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0953MFF7F,B0953MFF7F,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,Doggijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0953MSVTM,B0953MSVTM,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,Doggijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0953N33DQ,B0953N33DQ,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,Doggijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0953N8PNZ,B0953N8PNZ,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,Doggijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0953N92B1,B0953N92B1,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,Doggijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0953PHYG3,B0953PHYG3,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
