COGS,COGS Local,Item Name,Bundle,Category,Sub-category,Contribution,Contribution %,Brand,Region,Reporting Week,Amazon store,Start date,End date,Parent ASIN,ASIN,FNSKU,MSKU,Currency code,Average sales price,Units sold,Units returned,Net units sold,Sales,Net sales,AWD Transportation Fee per unit,AWD Transportation Fee quantity,AWD Transportation Fee total,AWD outbound processing fee per unit,AWD outbound processing fee quantity,AWD outbound processing fee total,Base fulfillment fee per unit,Base fulfillment fee quantity,Base fulfillment fee total,Base monthly storage fee per unit,Base monthly storage fee quantity,Base monthly storage fee total,FBA Inventory Reimbursement per unit,FBA Inventory Reimbursement quantity,FBA Inventory Reimbursement total,FBA fulfillment fees per unit,FBA fulfillment fees quantity,FBA fulfillment fees total,Low-inventory-level fee per unit,Low-inventory-level fee quantity,Low-inventory-level fee total,Monthly inventory storage fee per unit,Monthly inventory storage fee quantity,Monthly inventory storage fee total,Referral Fee Refunds per unit,Referral Fee Refunds quantity,Referral Fee Refunds total,Referral fee per unit,Referral fee quantity,Referral fee total,Refund administration fee per unit,Refund administration fee quantity,Refund administration fee total,Storage utilization surcharge per unit,Storage utilization surcharge quantity,Storage utilization surcharge total,Sponsored Products charge per unit,Sponsored Products charge quantity,Sponsored Products charge total,Net proceeds total,Net proceeds per net unit sold,AWD Storage Fee per unit,AWD Storage Fee quantity,AWD Storage Fee total,FBA removal order fee per unit,FBA removal order fee quantity,FBA removal order fee total,Inbound Transportation Fee per unit,Inbound Transportation Fee quantity,Inbound Transportation Fee total,FBA inbound placement service fee per unit,FBA inbound placement service fee quantity,FBA inbound placement service fee total,Aged inventory surcharge per unit,Aged inventory surcharge quantity,Aged inventory surcharge total
2.09,2.857552249,Meowijuana Get a Rise Bundle | Get a Rise Refillable Balloon Toy and Cloud 9 Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0F57CRF78,B0BSMC7RWX,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0BSMF48M6,B0BSMF48M6,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0BSMM1TJW,B0BSMM1TJW,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.14,2.925914743,Meowijuana Clawsome Bundle | Get Smoked Refillable Trout Toy and Paw Natural OG Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0F57CRF78,B0BSMP5RL3,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,Meowijuana | Get Blasted Bundle | Get Blasted Refillable Rocket Wand Toy and Skullcap Catnip Blend | Promotes Play and Cat Health,1,Cat Toys,Wands,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0BSMPZNBD,B0BSMPZNBD,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.34,3.199364719,Meowijuana Honey Bee Bundle | Get Buzzed Honey Bee Wand Toy and Honeysuckle Haze Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Wands,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0F57CRF78,B0BSMQF7C5,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.27,3.103657228,Meowijuana | Pawty Animal Bundle | Get Smashed Refillable Llama Pinata Wand Toy and Garden Pawty Catnip Blend | Promotes Play and Cat Health | Includes Organic Catnip,1,Cat Toys,Wands,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0BSMRJ96B,B0BSMRJ96B,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.18,2.980604738,Meowijuana | Get Chilled Bundle | Get Chilled Refillable Snow Cone Toy and Feline Frost Catnip Blend | Promotes Play and Cat Health | Includes Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0B6R382FN,B0BSMT2QZL,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.11,2.884897247,Meowijuana | Get Rocked Bundle | Get Rocked String of Stones Catnip Toy and Rocky Mountain Mellow Catnip Blend | Promotes Play and Cat Health,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0BSMWLK74,B0BSMWLK74,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.23,3.048967232,Meowijuana | Get Cheezy Bundle | Get Cheezy Refillable Cheese Toy and Whisker Tickler Catnip Blend | Promotes Play and Cat Health | Includes Organic Catnip,1,Cat Toys,Plushes,-30.0884,-1,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0BSMY3P36,B0BSMY3P36,,,CAD,0,0,0,0,0,0,,,,,,,,,,0.101108,22.93,2.3184,,,,,,,,,,0.241971,22.93,5.5484,,,,,,,,,,0.140863,22.93,3.23,1.53375,16,24.54,-30.0884,,,,,,,,,,,,,,,,
2.43,3.322417208,Meowijuana | Get a Ride Bundle | Get a Ride Refillable Magic Carpet Toy and Thyme Out Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0BSMZC1ZY,B0BSMZC1ZY,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.93,4.006042148,Meowijuana Rainbow Bundle | Get Kickin' Refillable Rainbow Toy and Cloud 9 Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Kickers ,-0.0276421484,-0.006948056606,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0B6R382FN,B0C1T8JFHL,,,CAD,31.39,1,0,1,31.39,31.39,,,,,,,8.49,1,8.49,0.197077,26.14,5.1516,,,,8.49,1,8.49,,,,0.467544,26.14,12.2216,,,,4.71,1,4.71,,,,0.270467,26.14,7.07,0.4975,4,1.99,3.9784,3.9784,,,,,,,,,,,,,,,
2,2.73449976,Meowijuana Kicker Toy for Cats | Get Kickin' Gummy Worm | Refillable Kicker Catnip Toy | Promotes Play and Cat Health | Includes Potent Hand Harvested Catnip Grown in North America,0,Cat Toys,Kickers,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0DLQ2F8HQ,B0D9MYHP1P,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.32,1.804769842,Meowijuana Knock N' Nibble Avocado & Chicken Treat Bundle | Crunchie Munchie Low Calorie Catnip Treats | Refillable Treat Dispensing Toy | Interactive Puzzle Toy for Felines,1,Cat Toys,KnK,-52.39383968,-1.073989781,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0F4YRY63M,B0D9PMPR6J,,,CAD,22.31,2,0,2,44.62,44.62,,,,,,,7.82,3,23.46,0.159255,51.14,8.1443,,,,7.82,3,23.46,,,,0.378262,51.14,19.3443,,,,3.35,2,6.7,,,,0.219007,51.14,11.2,0.914583,48,43.9,-48.7843,-24.39215,,,,,,,,,,,,,,,
2.17,2.96693224,Meowijuana Knock N' Nibble Starfish & Seafood Treat Bundle | Crunchie Munchie Catnip Treats | Refillable Treat Dispensing Toy | Interactive Puzzle Toy for Felines,1,Cat Toys,KnK,-74.33056448,-1.08675659,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0F4YRY63M,B0D9PMWC7K,,,CAD,22.31,2,0,2,44.62,44.62,,,,,,,7.82,2,15.64,0.163634,95.62,15.6467,,,,7.82,2,15.64,,,,0.381162,95.62,36.4467,,,,3.35,2,6.7,,,,0.217528,95.62,20.8,0.874677,62,54.23,-68.3967,-34.19835,,,,,,,,,,,,,,,
1.39,1.900477333,Meowijuana Refillable Cat Toys | Get Silly - Furry Friend Catnip Toys | Includes Potent Hand Harvested Catnip Grown in North America | Promotes Play and Cat Health,0,Cat Toys,Plushes,-0.0199,-1,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0DLQ2F8HQ,B0D9PMWQ44,,,CAD,0,0,0,0,0,0,,,,,,,,,,0.0796,0.25,0.0199,,,,,,,,,,0.0796,0.25,0.0199,,,,,,,,,,,0,0,,,,-0.0199,,,,,,,,,,,,,,,,
1.89,2.584102273,Meowijuana Refillable Cat Toys | Get Spacey - Planet and Meteor Catnip Toys | Includes Potent Hand Harvested Catnip Grown in North America | Promotes Play and Cat Health,0,Cat Toys,2fer,-12.3051,-1,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0DLQ2F8HQ,B0D9PN38GG,,,CAD,0,0,0,0,0,0,,,,,,,,,,0.033885,73.93,2.5051,,,,,,,,,,0.079604,73.93,5.8851,,,,,,,,,,0.045719,73.93,3.38,0.493846,13,6.42,-12.3051,,,,,,,,,,,,,,,,
1.2,1.640699856,Meowijuana Refillable Cat Toys | Get Hungry - Burger and Fries Catnip Toys | Includes Potent Hand Harvested Catnip Grown in North America | Promotes Play and Cat Health,0,Cat Toys,2fer,-2.2886,-1,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0DLQ2F8HQ,B0D9PNDC1Q,,,CAD,0,0,0,0,0,0,,,,,,,,,,0.035613,28.04,0.9986,,,,,,,,,,0.081619,28.04,2.2886,,,,,,,,,,0.047637,27.08,1.29,,,,-2.2886,,,,,,,,,,,,,,,,
2.49,3.404452201,Meowijuana Crunchie Munchie Catnip Treats Bundle | 2 Seafood Medley and 1 Chicken | Made with Organic Catnip | Produced in The USA | Low Calorie Cat Snack,1,Cat Treats,Crunchie Munchies,-85.7359522,-1.041350543,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0DLCST549,B0DKVHHPDZ,,,CAD,20.4,1,0,1,20.4,20.4,,,,,,,7.82,2,15.64,0.161347,223.75,36.1015,-4.08,1,-4.08,7.82,2,15.64,,,,0.37547,223.75,84.0115,,,,3.06,2,6.12,,,,0.214123,223.75,47.91,0.52,2,1.04,-82.3315,-82.3315,,,,,,,,,,,,,,,
2.49,3.404452201,Meowijuana Crunchie Munchie Catnip Treats Bundle | 2 Chicken and 1 Seafood Medley | Made with Organic Catnip | Produced in The USA | Low Calorie Cat Snack,1,Cat Treats,Crunchie Munchies,-33.4740044,-1.255348917,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0DLCST549,B0DKVHP6MS,,,CAD,20.4,2,0,2,40.8,40.8,,,,,,,7.12,2,14.24,0.092169,207.5,19.1251,,,,7.12,2,14.24,,,,0.213904,207.5,44.3851,,,,3.06,2,6.12,,,,0.122153,206.79,25.26,0.544,5,2.72,-26.6651,-13.33255,,,,,,,,,,,,,,,
3.02,4.129094638,Meowijuana Sprinkle 'n' Scratch | Rainbow Trout Hanging Cardboard Cat Scratching Post | Interactive Feline Nail Health and Scratcher for Homes with Multiple Felines,0,Cat Toys,Scratchers,-16.28,-1,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0FX8578M2,B0DL72SKBS,,,CAD,0,0,0,0,0,0,,,,,,,,,,0.095119,112.07,10.66,,,,,,,,,,0.095119,112.07,10.66,,,,,,,,,,0,111.89,0,0.510909,11,5.62,-16.28,,,,,,,,,,,,,,,,
1.1,1.503974868,Meowijuana Premium Catnip Spray - 3 oz. | High Potency Formula | Natural Formula for Pet Owners & Multi-Cat Households | Enhance Playtime & Relaxation | Perfect for New Cat Owners,0,Oils,Sprays,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0BV89K9Z9,B0DN8KMKRK,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
0.55,0.751987434,Meowijuana Silvervine Sticks | 4” Chew Sticks for Cats | Promote Healthy Chewing Habits and Dental Health | Freshly Harvested from Silverine Plants,0,Clamshells,Silvervine Sticks,-1.2678,-1,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0F64D223S,B0DN8L8DHN,,,CAD,0,0,0,0,0,0,,,,,,,,,,0.007976,8.5,0.0678,,,,,,,,,,0.015035,8.5,0.1278,,,,,,,,,,0.011429,5.25,0.06,0.375,2,0.75,-1.2678,,,,,,,,,,,,,,,,
1.77,2.420032288,Meowijuana | Catnip Filled Cigar Toy | Promotes Play and Cat Health | Includes Organic Catnip Grown in North America | Feline and Cat Lover Approved,0,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0DLQ2F8HQ,B0DNLQ49TS,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.87,2.556757276,Meowijuana Catnip & Silvervine Spray - 3 oz | High Potency Formula | Natural Formula for Pet Owners & Multi-Cat Households | Enhance Playtime & Relaxation | Perfect for New Cat Owners,0,Oils,Sprays,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W08,CA,2/22/2026,2/28/2026,B0DQF8R5XL,B0DQF8R5XL,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
3.54,3.54,Meowijuana | Dried Catnip Buds Jar | Premium Organic Catnip | Grown in North America | Perfect for Cat Toys | Fresh Catnip for Extended Playtime | Elevate Your Cat's Enjoyment,0,Cat Jars,Buds,799.7021,0.5634871172,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJRY5QZR,B00U6DJCR8,,,USD,20.121469,177,2,175,3561.5,3525.02,,,,,,,3.95,171,675.45,0.030867,1459.73,45.0579,,,,3.95,171,675.45,,,,0.030867,1459.73,45.0579,-2.85,2,-5.7,2.988857,175,523.05,0.57,2,1.14,0,120.93,0,2.01586,430,866.82,1419.2021,8.109726,,,,,,,,,,,,,,,
1.84,1.84,"Meowijuana Purrple Passion - Premium Silvervine and Catnip Blend - Purrfect Gift For Cats, Kitties, Felines, and Cat Lovers",0,Blends,Pill Bottles,288.206,0.5010134795,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJRY5QZR,B00U6EGXGK,,,USD,10.093567,157,1,156,1584.69,1574.7,,,,,,,2.887778,162,467.82,0.013517,1397.82,18.894,3.684286,42,154.74,2.945556,162,477.18,0.36,26,9.36,0.013517,1397.82,18.894,-1.5,1,-1.5,1.498481,158,236.76,0.3,1,0.3,0,62.61,0,0.911935,124,113.08,575.246,3.687474,,,,,,,,,,,,,,,
1.76,1.76,Meowijuana Good Vibes Kalico Kush | Valerian Root and Catnip Blend | Large Bottle High Potency Blend | Premium Hand Harvested North American Catnip,0,Blends,Pill Bottles,201.0653,0.3635471254,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJRY5QZR,B00U869UMK,,,USD,9.123168,202,2,200,1842.88,1825.65,,,,,,,2.91,191,555.81,0.010881,1226.94,13.3509,-4.49,1,-4.49,2.91,191,555.81,,,,0.010881,1226.94,13.3509,-1.35,2,-2.7,1.348284,204,275.05,0.27,2,0.54,0,67.51,0,0.987828,244,241.03,553.0653,2.765326,,,,,,,0.387988,500,193.9938,,,,,,
1.75,1.75,Meowijuana Meowi-Waui | Bud Shake and Catnip Blend | Large Bottle High Potency Blend | Premium Hand Harvested North American Catnip,0,Blends,Pill Bottles,-49.8461,-0.421874352,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B01E7B5DZ4,B00U86E6Z6,,,USD,9.115833,96,0,96,875.12,875.12,,,,,,,2.91,95,276.45,0.010914,609.31,6.6499,-5.07,1,-5.07,2.91,95,276.45,,,,0.010914,609.31,6.6499,,,,1.408542,96,135.22,,,,0,106.94,0,1.03125,128,132,118.1539,1.23077,,,,,,,0.384939,550,211.7162,,,,,,
1.1,1.1,Meowijuana Crunchie Munchie Catnip Treats | Chicken | Made with Organic Catnip | Produced in The USA | Low Calorie Cat Snack,0,Cat Treats,Crunchie Munchies,-19.0936,-2.07683606,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJRTF8RJ,B00UDP417A,,,USD,4.894444,9,0,9,44.05,44.05,,,,,,,3.13,13,40.69,0.018883,431.79,8.1536,-0.6,2,-1.2,3.13,13,40.69,,,,0.018883,431.79,8.1536,,,,0.7,8,5.6,,,,0,429.22,0,,,,-9.1936,-1.021511,,,,,,,,,,,,,,,
,0,Meowijuana Men's Baseball Design T-Shirt X-Large Charcoal,0,Other,Apparel ,-0.2094,-1,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B00UDP42NS,B00UDP42NS,,,USD,0,0,0,0,0,0,,,,,,,,,,0.014532,14.41,0.2094,,,,,,,,,,0.014532,14.41,0.2094,,,,,,,,,,0,7.82,0,,,,-0.2094,,,,,,,,,,,,,,,,
1.5,1.5,"Meowijuana | 1oz. Premium Catnip Spray | Organic | High Potency | Use On Cat Toys, Teasers, and Scratchers | Grown In North America | Feline and Cat Lover Approved",0,Oils,Sprays,5.7676,0.7936044912,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B08ZHZ1T3C,B0108I6PZC,,,USD,11.98,1,0,1,11.98,11.98,,,,,,,2.91,1,2.91,0.001714,1.4,0.0024,,,,2.91,1,2.91,,,,0.001714,1.4,0.0024,,,,1.8,1,1.8,,,,0,1.22,0,,,,7.2676,7.2676,,,,,,,,,,,,,,,
,0,Meowijuana | Cigar Box | Grand Daddy Purr Catnip Buds | Premium Organic Catnip | Grown in North America | Perfect for Cat Toys,0,Other,Cigar Box,-11.0324,-1,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B017ME6VMW,B017ME6VMW,,,USD,0,0,0,0,0,0,,,,,,,4.2,1,4.2,0.04185,163.26,6.8324,,,,4.2,1,4.2,,,,0.04185,163.26,6.8324,,,,,,,,,,,0,0,,,,-11.0324,,,,,,,,,,,,,,,,
1.25,1.25,Meowijuana | King Size Catnip Joints | Organic | Dried Premium Ground Catnip | High Potency | Grown in North America | Feline and Cat Lover Approved,0,Clamshells,Rollies,-221.7682,-1.12705305,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJRY33CT,B01MEEJAML,,,USD,12.0445,20,0,20,240.89,240.89,,,,,,,3.32,17,56.44,0.004804,5.87,0.0282,,,,3.32,17,56.44,,,,0.004804,5.87,0.0282,,,,1.781053,19,33.84,,,,0,5.29,0,1.099209,316,347.35,-196.7682,-9.83841,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B07K1NLFZ6,B07K1NLFZ6,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.8,1.8,Meowijuana Premium Catnip Spray - 3 oz. | High Potency Formula | Natural Formula for Pet Owners & Multi-Cat Households | Enhance Playtime & Relaxation | Perfect for New Cat Owners,0,Oils,Sprays,561.4319,0.3682892624,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B08ZHZ1T3C,B07KPRTSMT,,,USD,10.141136,537,2,535,5445.79,5425.81,,,,,,,2.926123,521,1524.51,0.007082,1903.09,13.4781,-2.821667,6,-16.93,3.61,521,1880.81,0.7,509,356.3,0.007082,1903.09,13.4781,-1.5,2,-3,1.494813,536,801.22,0.3,2,0.6,0,21.79,0,1.752969,576,1009.71,1524.4319,2.849405,,,,,,,0.1306,1650,215.49,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B07QCQNDG4,B07QCQNDG4,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B07WDCYXHN,B07WDCYXHN,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B07WFHN9N1,B07WFHN9N1,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.27,2.27,"Meowijuana Catnibas Catnip Pawty Mix Jar | Premium Cat Nip for Cats with Silvervine, Passion Flower, Chamomile, Dandelion & Valerian Root | High Potency Catnip | 60g",0,Cat Jars,Mix,227.5555,0.7940507824,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJRY5QZR,B07WGHX6M3,,,USD,17.478462,26,0,26,454.44,454.44,,,,,,,4.2,24,100.8,0.028475,532.56,15.1645,,,,4.2,24,100.8,,,,0.028475,532.56,15.1645,,,,2.731579,19,51.9,,,,0,316.12,0,,,,286.5755,11.022135,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B07WHJBQ4J,B07WHJBQ4J,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B07ZXJL91L,B07ZXJL91L,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.18,1.18,Meowijuana Silvervine Sticks | 4 Chew Sticks for Cats | Promote Healthy Chewing Habits and Dental Health | Freshly Harvested from Silverine Plants,0,Clamshells,Silvervine Sticks,175.9787,0.7761984344,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B08ZHLJKCS,B081ZDBFXP,,,USD,8.962558,43,0,43,385.39,385.39,,,,,,,2.43,42,102.06,0.006107,250.73,1.5313,-0.6,2,-1.2,2.43,42,102.06,,,,0.006107,250.73,1.5313,,,,1.34,42,56.28,,,,0,119.56,0,,,,226.7187,5.272528,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0844PJQN4,B0844PJQN4,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
3.51,3.51,"Meowijuana Purr-Effect Trio Pack | Purrple Passion, Whisker Tickler and Paw Natural OG Catnip Blends | Large Bottle High Potency Blends | Premium Hand Harvested North American Catnip",1,Blends,Pill Bottles,508.0126,0.7964045422,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJRY5QZR,B0844RR5FH,,,USD,25.941081,37,0,37,959.82,959.82,,,,,,,5.04,30,151.2,0.071438,339.14,24.2274,,,,5.04,30,151.2,,,,0.071438,339.14,24.2274,,,,3.889189,37,143.9,,,,0,96.12,0,0.6525,4,2.61,637.8826,17.24007,,,,,,,,,,,,,,,
,0,Meowijuana | Crunchie Munchie Treat Bundles | Organic Catnip Center | Grown in The USA | Promotes Cat Health | High Potency Cat Treats (Crunchie Munchie Bundle),1,Cat Treats,Crunchie Munchies,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0844WB78N,B0844WB78N,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B08455M66Q,B08455M66Q,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B087QS3XDL,B087QS3XDL,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,-0.4386,-1,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0892NW7V7,B0892NW7V7,,,USD,0,0,0,0,0,0,,,,,,,,,,0.007832,56,0.4386,,,,,,,,,,0.007832,56,0.4386,,,,,,,,,,0,1.57,0,,,,-0.4386,,,,,,,,,,,,,,,,
2.09,2.09,Meowijuana Birthjays Bundle | Birthjays Catnip Joints and Get Lit Cake Refillable Toy | Hand Harvested and Rolled Dried High Potency Catnip | Grown in North America,1,Clamshells,Rollies,72.0714,0.793026956,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJRY33CT,B08W24837G,,,USD,19.99,9,0,9,179.91,179.91,,,,,,,5.42,8,43.36,0.089307,133.12,11.8886,,,,5.42,8,43.36,,,,0.089307,133.12,11.8886,,,,3,9,27,,,,0,30.17,0,0.753333,9,6.78,90.8814,10.097933,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B08ZGGV8FM,B08ZGGV8FM,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
